   3.24200000 -1967.14336503 
   3.22200000 -1967.14335989 
   3.20200000 -1967.14334657 
   3.18200000 -1967.14332449 
   3.16200000 -1967.14329370 
   3.14200000 -1967.14325408 
   3.12200000 -1967.14320550 
   3.10200000 -1967.14314378 
   3.08200000 -1967.14307988 
   3.06200000 -1967.14299941 
   3.04200000 -1967.14291624 
   3.02200000 -1967.14281671 
   3.00200000 -1967.14271392 
   2.98200000 -1967.14259538 
   2.96200000 -1967.14247369 
   2.94200000 -1967.14233887 
   2.92200000 -1967.14219279 
   2.90200000 -1967.14203588 
   2.88200000 -1967.14186751 
   2.86200000 -1967.14168759 
   2.84200000 -1967.14149586 
   2.82200000 -1967.14129226 
   2.80200000 -1967.14107682 
   2.78200000 -1967.14084961 
   2.76200000 -1967.14061075 
   2.74200000 -1967.14036033 
   2.72200000 -1967.14009847 
   2.70200000 -1967.13982531 
   2.68200000 -1967.13953822 
   2.66200000 -1967.13924473 
   2.64200000 -1967.13893533 
   2.62200000 -1967.13862026 
   2.60200000 -1967.13828909 
   2.58200000 -1967.13795229 
   2.56200000 -1967.13760397 
   2.54200000 -1967.13724173 
   2.52200000 -1967.13686909 
   2.50200000 -1967.13648838 
   2.48200000 -1967.13609563 
   2.46200000 -1967.13569244 
   2.44200000 -1967.13527935 
   2.42200000 -1967.13485620 
   2.40200000 -1967.13442410 
   2.38200000 -1967.13398331 
   2.36200000 -1967.13353465 
   2.34200000 -1967.13307335 
   2.32200000 -1967.13261431 
   2.30200000 -1967.13214685 
   2.28200000 -1967.13167193 
   2.26200000 -1967.13118685 
   2.24200000 -1967.13070936 
   2.22200000 -1967.13022086 
   2.20200000 -1967.12972990 
   2.18200000 -1967.12923933 
   2.16200000 -1967.12874733 
   2.14200000 -1967.12825320 
   2.12200000 -1967.12776058 
   2.10200000 -1967.12727273 
   2.08200000 -1967.12678885 
   2.06200000 -1967.12630993 
   2.04200000 -1967.12583972 
   2.02200000 -1967.12537731 
   2.00200000 -1967.12493357 
   1.98200000 -1967.12450140 
   1.96200000 -1967.12409076 
   1.94200000 -1967.12370329 
   1.92200000 -1967.12333986 
   1.90200000 -1967.12300993 
   1.88200000 -1967.12271456 
   1.86200000 -1967.12246178 
   1.84200000 -1967.12225522 
   1.82200000 -1967.12210278 
   1.80200000 -1967.12200846 
   1.78200000 -1967.12198045 
   1.76200000 -1967.12202420 
   1.74200000 -1967.12214775 
   1.72200000 -1967.12235939 
   1.70200000 -1967.12266897 
   1.68200000 -1967.12308696 
   1.66200000 -1967.12362255 
   1.64200000 -1967.12428395 
   1.62200000 -1967.12508051 
   1.60200000 -1967.12602396 
   1.58200000 -1967.12713090 
   1.56200000 -1967.12843355 
   1.54200000 -1967.13803754 
   1.52200000 -1967.14132773 
   1.50200000 -1967.14441564 
   1.48200000 -1967.14747809 
   1.46200000 -1967.15051307 
   1.44200000 -1967.15353780 
   1.42200000 -1967.15654925 
   1.40200000 -1967.15955963 
   1.38200000 -1967.16257628 
   1.36200000 -1967.16558719 
   1.34200000 -1967.16856801 
   1.32200000 -1967.17149748 
   1.30200000 -1967.17435246 
   1.28200000 -1967.17710697 
   1.26200000 -1967.17974291 
   1.24200000 -1967.18222333 
   1.22200000 -1967.18452461 
   1.20200000 -1967.18661884 
   1.18200000 -1967.18847507 
   1.16200000 -1967.19005924 
   1.14200000 -1967.19133315 
   1.12200000 -1967.19225721 
   1.10200000 -1967.19278306 
   1.08200000 -1967.19286249 
   1.06200000 -1967.19243702 
   1.04200000 -1967.19144703 
   1.02200000 -1967.18982116 
   1.00200000 -1967.18748402 
   0.98200000 -1967.18435250 
   0.96200000 -1967.18032773 
   0.94200000 -1967.17530556 
   0.92200000 -1967.16916782 
   0.90200000 -1967.16178231 
   0.88200000 -1967.15300124 
   0.86200000 -1967.14265933 
   0.84200000 -1967.13057150 
   0.82200000 -1967.11653003 
   0.80200000 -1967.10030146 
   0.78200000 -1967.08162310 
   0.76200000 -1967.06019907 
   0.74200000 -1967.03569590 
