   3.24200000 -1967.10838186 
   3.22200000 -1967.10835976 
   3.20200000 -1967.10832764 
   3.18200000 -1967.10828761 
   3.16200000 -1967.10823906 
   3.14200000 -1967.10818181 
   3.12200000 -1967.10811579 
   3.10200000 -1967.10803068 
   3.08200000 -1967.10795700 
   3.06200000 -1967.10785263 
   3.04200000 -1967.10775868 
   3.02200000 -1967.10763511 
   3.00200000 -1967.10752166 
   2.98200000 -1967.10737893 
   2.96200000 -1967.10724500 
   2.94200000 -1967.10709294 
   2.92200000 -1967.10693047 
   2.90200000 -1967.10675644 
   2.88200000 -1967.10657128 
   2.86200000 -1967.10637448 
   2.84200000 -1967.10616588 
   2.82200000 -1967.10594531 
   2.80200000 -1967.10571279 
   2.78200000 -1967.10546836 
   2.76200000 -1967.10521212 
   2.74200000 -1967.10494421 
   2.72200000 -1967.10466480 
   2.70200000 -1967.10437408 
   2.68200000 -1967.10406320 
   2.66200000 -1967.10375884 
   2.64200000 -1967.10342558 
   2.62200000 -1967.10310105 
   2.60200000 -1967.10274580 
   2.58200000 -1967.10240036 
   2.56200000 -1967.10203371 
   2.54200000 -1967.10165409 
   2.52200000 -1967.10126860 
   2.50200000 -1967.10087013 
   2.48200000 -1967.10046212 
   2.46200000 -1967.10004313 
   2.44200000 -1967.09961518 
   2.42200000 -1967.09917728 
   2.40200000 -1967.09873129 
   2.38200000 -1967.09827661 
   2.36200000 -1967.09781486 
   2.34200000 -1967.09733197 
   2.32200000 -1967.09686836 
   2.30200000 -1967.09639062 
   2.28200000 -1967.09590454 
